utt_id,path,label,label_id,speaker,attack,source_corpus,split
LA_T_0000097,data/synthetic_demo/flac/LA_T_0000097.flac,spoof,1,LA_0006,A02,synthetic_demo,val
LA_T_0000098,data/synthetic_demo/flac/LA_T_0000098.flac,bonafide,0,LA_0006,bonafide,synthetic_demo,val
LA_T_0000099,data/synthetic_demo/flac/LA_T_0000099.flac,spoof,1,LA_0006,A01,synthetic_demo,val
LA_T_0000100,data/synthetic_demo/flac/LA_T_0000100.flac,bonafide,0,LA_0006,bonafide,synthetic_demo,val
LA_T_0000101,data/synthetic_demo/flac/LA_T_0000101.flac,spoof,1,LA_0006,A02,synthetic_demo,val
LA_T_0000102,data/synthetic_demo/flac/LA_T_0000102.flac,bonafide,0,LA_0006,bonafide,synthetic_demo,val
LA_T_0000103,data/synthetic_demo/flac/LA_T_0000103.flac,spoof,1,LA_0006,A01,synthetic_demo,val
LA_T_0000104,data/synthetic_demo/flac/LA_T_0000104.flac,bonafide,0,LA_0006,bonafide,synthetic_demo,val
LA_T_0000105,data/synthetic_demo/flac/LA_T_0000105.flac,spoof,1,LA_0006,A02,synthetic_demo,val
LA_T_0000106,data/synthetic_demo/flac/LA_T_0000106.flac,spoof,1,LA_0007,A01,synthetic_demo,train
LA_T_0000107,data/synthetic_demo/flac/LA_T_0000107.flac,bonafide,0,LA_0007,bonafide,synthetic_demo,train
LA_T_0000108,data/synthetic_demo/flac/LA_T_0000108.flac,spoof,1,LA_0007,A02,synthetic_demo,train
LA_T_0000109,data/synthetic_demo/flac/LA_T_0000109.flac,bonafide,0,LA_0007,bonafide,synthetic_demo,train
LA_T_0000110,data/synthetic_demo/flac/LA_T_0000110.flac,spoof,1,LA_0007,A01,synthetic_demo,train
LA_T_0000111,data/synthetic_demo/flac/LA_T_0000111.flac,bonafide,0,LA_0007,bonafide,synthetic_demo,train
LA_T_0000112,data/synthetic_demo/flac/LA_T_0000112.flac,spoof,1,LA_0007,A02,synthetic_demo,train
LA_T_0000113,data/synthetic_demo/flac/LA_T_0000113.flac,bonafide,0,LA_0007,bonafide,synthetic_demo,train
LA_T_0000114,data/synthetic_demo/flac/LA_T_0000114.flac,spoof,1,LA_0007,A01,synthetic_demo,train
LA_T_0000115,data/synthetic_demo/flac/LA_T_0000115.flac,bonafide,0,LA_0007,bonafide,synthetic_demo,train
LA_T_0000116,data/synthetic_demo/flac/LA_T_0000116.flac,spoof,1,LA_0007,A02,synthetic_demo,train
LA_T_0000117,data/synthetic_demo/flac/LA_T_0000117.flac,bonafide,0,LA_0007,bonafide,synthetic_demo,train
LA_T_0000118,data/synthetic_demo/flac/LA_T_0000118.flac,spoof,1,LA_0007,A01,synthetic_demo,train
LA_T_0000119,data/synthetic_demo/flac/LA_T_0000119.flac,bonafide,0,LA_0007,bonafide,synthetic_demo,train
LA_T_0000120,data/synthetic_demo/flac/LA_T_0000120.flac,spoof,1,LA_0007,A02,synthetic_demo,train
