utt_id,path,label,split,source_corpus,ok,error,sample_rate,n_channels,n_samples,duration_s,dc_offset,rms,rms_dbfs,peak,clipping_rate,silence_ratio
LA_T_0000020,data/synthetic_demo/flac/LA_T_0000020.flac,spoof,train,synthetic_demo,True,,16000,1,35262,2.203875,1.820911586835687e-06,0.1308294587210682,-17.665889108076392,0.5477294921875,0.0,0.1578469740797459
LA_T_0000021,data/synthetic_demo/flac/LA_T_0000021.flac,bonafide,train,synthetic_demo,True,,16000,1,32547,2.0341875,2.6138769330218606e-05,0.13694068857112252,-17.26934985449638,0.517578125,0.0,0.18198297846191658
LA_T_0000022,data/synthetic_demo/flac/LA_T_0000022.flac,spoof,train,synthetic_demo,True,,16000,1,29332,1.83325,2.4626724199466455e-06,0.10951956389501062,-19.210165884473202,0.460540771484375,0.0,0.16214373380608205
LA_T_0000023,data/synthetic_demo/flac/LA_T_0000023.flac,bonafide,train,synthetic_demo,True,,16000,1,33810,2.113125,2.075574412849379e-05,0.14078241272024627,-17.029031923142636,0.639862060546875,0.0,0.22768411712511094
LA_T_0000024,data/synthetic_demo/flac/LA_T_0000024.flac,spoof,train,synthetic_demo,True,,16000,1,31166,1.947875,-1.4897466264318487e-05,0.11560651849875686,-18.740353548720336,0.48822021484375,0.0,0.12930757877173849
LA_T_0000025,data/synthetic_demo/flac/LA_T_0000025.flac,bonafide,train,synthetic_demo,True,,16000,1,34371,2.1481875,3.4644478800714993e-05,0.09885859437573256,-20.099711377242414,0.371795654296875,0.0,0.16580838497570627
LA_T_0000026,data/synthetic_demo/flac/LA_T_0000026.flac,spoof,train,synthetic_demo,True,,16000,1,28246,1.765375,9.639518233776464e-06,0.10730375248850074,-19.38770180363469,0.482147216796875,0.0,0.27494158464915386
LA_T_0000027,data/synthetic_demo/flac/LA_T_0000027.flac,bonafide,train,synthetic_demo,True,,16000,1,31017,1.9385625,4.2421765433068964e-05,0.13358229926096016,-17.48502171184796,0.47802734375,0.0,0.1416320082535384
LA_T_0000028,data/synthetic_demo/flac/LA_T_0000028.flac,spoof,train,synthetic_demo,True,,16000,1,24000,1.5,-1.186370849609375e-06,0.15041124787694754,-16.45439371262173,0.60418701171875,0.0,0.1466666666666666
LA_T_0000029,data/synthetic_demo/flac/LA_T_0000029.flac,bonafide,train,synthetic_demo,True,,16000,1,31898,1.993625,4.1937991005999595e-05,0.1306688258516641,-17.67656022627254,0.501922607421875,0.0,0.16533951971910466
LA_T_0000030,data/synthetic_demo/flac/LA_T_0000030.flac,spoof,train,synthetic_demo,True,,16000,1,29426,1.839125,-1.4408370586917181e-05,0.1226692098628454,-18.22528864190918,0.49798583984375,0.0,0.11262149119826004
LA_T_0000031,data/synthetic_demo/flac/LA_T_0000031.flac,spoof,val,synthetic_demo,True,,16000,1,26047,1.6279375,1.2653658530732906e-07,0.09500551040498843,-20.44502409020702,0.50335693359375,0.0,0.2726993511728798
LA_T_0000032,data/synthetic_demo/flac/LA_T_0000032.flac,bonafide,val,synthetic_demo,True,,16000,1,30964,1.93525,1.959929461935635e-05,0.06684457253826966,-23.498676992384283,0.27301025390625,0.0,0.23937475778323214
LA_T_0000033,data/synthetic_demo/flac/LA_T_0000033.flac,spoof,val,synthetic_demo,True,,16000,1,30201,1.8875625,-3.260826615323168e-06,0.05713768030961154,-24.86154790391154,0.2652587890625,0.0,0.06758054369060629
LA_T_0000034,data/synthetic_demo/flac/LA_T_0000034.flac,bonafide,val,synthetic_demo,True,,16000,1,34916,2.18225,-2.0458384441856885e-05,0.06940429587030353,-23.17227294968461,0.3321533203125,0.0,0.07618283881315158
LA_T_0000035,data/synthetic_demo/flac/LA_T_0000035.flac,spoof,val,synthetic_demo,True,,16000,1,31003,1.9376875,4.6362543292181404e-06,0.12469812487238792,-18.082801542088752,0.60675048828125,0.0,0.14124439570364156
LA_T_0000036,data/synthetic_demo/flac/LA_T_0000036.flac,bonafide,val,synthetic_demo,True,,16000,1,29606,1.850375,-3.970913538165828e-05,0.10636898635095068,-19.4636995874395,0.494415283203125,0.0,0.23907316084577446
LA_T_0000037,data/synthetic_demo/flac/LA_T_0000037.flac,spoof,val,synthetic_demo,True,,16000,1,31123,1.9451875,2.6053145608753977e-06,0.06404115925572954,-23.870816304008635,0.32147216796875,0.0,0.1939080422838415
LA_T_0000038,data/synthetic_demo/flac/LA_T_0000038.flac,bonafide,val,synthetic_demo,True,,16000,1,33983,2.1239375,4.701160035440515e-06,0.07076830079005536,-23.003224641338953,0.26995849609375,0.0,0.17135038107288936
LA_T_0000039,data/synthetic_demo/flac/LA_T_0000039.flac,spoof,val,synthetic_demo,True,,16000,1,38685,2.4178125,-7.056475024638102e-06,0.11182557388833683,-19.029177287045588,0.507110595703125,0.0,0.07354271681530311
LA_T_0000040,data/synthetic_demo/flac/LA_T_0000040.flac,bonafide,val,synthetic_demo,True,,16000,1,32730,2.045625,2.3869538649556984e-07,0.06681825800568937,-23.502097017650733,0.34967041015625,0.0,0.21784295753131688
LA_T_0000041,data/synthetic_demo/flac/LA_T_0000041.flac,spoof,val,synthetic_demo,True,,16000,1,26991,1.6869375,-8.334076853742915e-06,0.11843399824565803,-18.530472180135604,0.590057373046875,0.0,0.18432069949242336
LA_T_0000042,data/synthetic_demo/flac/LA_T_0000042.flac,bonafide,val,synthetic_demo,True,,16000,1,40000,2.5,1.6912841796875e-05,0.09250342926550628,-20.67684333798036,0.39447021484375,0.0,0.11680000000000001
LA_T_0000043,data/synthetic_demo/flac/LA_T_0000043.flac,spoof,val,synthetic_demo,True,,16000,1,26018,1.626125,-3.880088724632947e-06,0.09250625722815736,-20.676577801921624,0.464111328125,0.0,0.17349527250365127
LA_T_0000044,data/synthetic_demo/flac/LA_T_0000044.flac,bonafide,val,synthetic_demo,True,,16000,1,31819,1.9886875,-5.555102690216537e-06,0.12831003094022048,-17.834787805986018,0.633270263671875,0.0,0.19544925987617456
LA_T_0000045,data/synthetic_demo/flac/LA_T_0000045.flac,spoof,val,synthetic_demo,True,,16000,1,35853,2.2408125,1.4631890440653502e-06,0.08336108718512283,-21.580732599839976,0.42205810546875,0.0,0.21457060775946224
LA_T_0000046,data/synthetic_demo/flac/LA_T_0000046.flac,spoof,train,synthetic_demo,True,,16000,1,24609,1.5380625,-1.5111837418474948e-05,0.10692117694446233,-19.418725387073145,0.526885986328125,0.0,0.23020033321142674
LA_T_0000047,data/synthetic_demo/flac/LA_T_0000047.flac,bonafide,train,synthetic_demo,True,,16000,1,29268,1.82925,-7.057998029524566e-06,0.07261422332343889,-22.779566069228704,0.410858154296875,0.0,0.21279212792127922
LA_T_0000048,data/synthetic_demo/flac/LA_T_0000048.flac,spoof,train,synthetic_demo,True,,16000,1,30070,1.879375,4.106222849808779e-06,0.0865177809688005,-21.257892559823922,0.405517578125,0.0,0.1997339541070835
LA_T_0000049,data/synthetic_demo/flac/LA_T_0000049.flac,bonafide,train,synthetic_demo,True,,16000,1,32473,2.0295625,-3.9094978905552303e-07,0.16310440720674857,-15.750686076593375,0.5968017578125,0.0,0.2431866473685831
LA_T_0000050,data/synthetic_demo/flac/LA_T_0000050.flac,spoof,train,synthetic_demo,True,,16000,1,35322,2.207625,-4.904826765631193e-06,0.08397698958441227,-21.516793961027965,0.361572265625,0.0,0.11579185776569845
LA_T_0000051,data/synthetic_demo/flac/LA_T_0000051.flac,bonafide,train,synthetic_demo,True,,16000,1,40000,2.5,1.0683441162109376e-05,0.12783626586220018,-17.866918474482514,0.484283447265625,0.0,0.1552
LA_T_0000052,data/synthetic_demo/flac/LA_T_0000052.flac,spoof,train,synthetic_demo,True,,16000,1,38922,2.432625,-6.48426008667977e-07,0.1395264174769645,-17.106871134076332,0.618560791015625,0.0,0.07918400904372846
LA_T_0000053,data/synthetic_demo/flac/LA_T_0000053.flac,bonafide,train,synthetic_demo,True,,16000,1,33945,2.1215625,-1.2661041471037709e-05,0.06454925818822428,-23.802174887195832,0.26348876953125,0.0,0.09500662836942109
LA_T_0000054,data/synthetic_demo/flac/LA_T_0000054.flac,spoof,train,synthetic_demo,True,,16000,1,37437,2.3398125,-2.3591065281339315e-06,0.061557444480772036,-24.214388358661765,0.273345947265625,0.0,0.16574511846568907
LA_T_0000055,data/synthetic_demo/flac/LA_T_0000055.flac,bonafide,train,synthetic_demo,True,,16000,1,38265,2.3915625,-1.8459685437900168e-05,0.10184898392056335,-19.840865986176425,0.427978515625,0.0,0.1704168300013067
LA_T_0000056,data/synthetic_demo/flac/LA_T_0000056.flac,spoof,train,synthetic_demo,True,,16000,1,26374,1.648375,-1.0295950942452794e-05,0.10585100774408764,-19.50610005934144,0.481170654296875,0.0,0.1264123758246758
LA_T_0000057,data/synthetic_demo/flac/LA_T_0000057.flac,bonafide,train,synthetic_demo,True,,16000,1,32756,2.04725,8.741801060778942e-06,0.09429650959307807,-20.510087649499557,0.374969482421875,0.0,0.14031017218219566
LA_T_0000058,data/synthetic_demo/flac/LA_T_0000058.flac,spoof,train,synthetic_demo,True,,16000,1,28212,1.76325,-5.38698210203105e-07,0.1353003345436755,-17.374022591285886,0.637603759765625,0.0,0.14702963278037717
LA_T_0000059,data/synthetic_demo/flac/LA_T_0000059.flac,bonafide,train,synthetic_demo,True,,16000,1,33106,2.069125,4.296575594775116e-06,0.06618103671390539,-23.585328679575916,0.306488037109375,0.0,0.08753700235606843
LA_T_0000060,data/synthetic_demo/flac/LA_T_0000060.flac,spoof,train,synthetic_demo,True,,16000,1,34562,2.160125,-4.426382128945807e-06,0.07719435959821949,-22.24828862666864,0.33673095703125,0.0,0.09634859093802439
LA_T_0000061,data/synthetic_demo/flac/LA_T_0000061.flac,spoof,train,synthetic_demo,True,,16000,1,28961,1.8100625,1.2341489416801906e-05,0.0977823274047806,-20.194792598341998,0.3642578125,0.0,0.22212630779323916
LA_T_0000062,data/synthetic_demo/flac/LA_T_0000062.flac,bonafide,train,synthetic_demo,True,,16000,1,34705,2.1690625,-1.8238440797885752e-05,0.12772822468399636,-17.874262482283797,0.535369873046875,0.0,0.2033424578590981
LA_T_0000063,data/synthetic_demo/flac/LA_T_0000063.flac,spoof,train,synthetic_demo,True,,16000,1,34390,2.149375,-3.0056131756142773e-06,0.14553307224986756,-16.740766049231834,0.512725830078125,0.0,0.1811573131724339
LA_T_0000064,data/synthetic_demo/flac/LA_T_0000064.flac,bonafide,train,synthetic_demo,True,,16000,1,35887,2.2429375,1.3629886649413437e-05,0.17826067975326507,-14.978888834686561,0.58148193359375,0.0,0.12971270933764312
LA_T_0000065,data/synthetic_demo/flac/LA_T_0000065.flac,spoof,train,synthetic_demo,True,,16000,1,32340,2.02125,4.6767197646103895e-06,0.08932021602965917,-20.98100470431485,0.325714111328125,0.0,0.1925788497217069
LA_T_0000066,data/synthetic_demo/flac/LA_T_0000066.flac,bonafide,train,synthetic_demo,True,,16000,1,29626,1.851625,-4.543746611401303e-06,0.07247118019284451,-22.796693322808856,0.26812744140625,0.0,0.06676567879565243
LA_T_0000067,data/synthetic_demo/flac/LA_T_0000067.flac,spoof,train,synthetic_demo,True,,16000,1,31100,1.94375,1.0218972945136656e-05,0.15900726222538702,-15.971660800083185,0.585174560546875,0.0,0.2262379421221865
LA_T_0000068,data/synthetic_demo/flac/LA_T_0000068.flac,bonafide,train,synthetic_demo,True,,16000,1,33024,2.064,-7.907549540201822e-06,0.12441788165516884,-18.10234394498236,0.4503173828125,0.0,0.10077519379844957
LA_T_0000069,data/synthetic_demo/flac/LA_T_0000069.flac,spoof,train,synthetic_demo,True,,16000,1,34352,2.147,-3.245246649121594e-06,0.07313706897117411,-22.717248967230997,0.254119873046875,0.0,0.1206334420121099
LA_T_0000070,data/synthetic_demo/flac/LA_T_0000070.flac,bonafide,train,synthetic_demo,True,,16000,1,34092,2.13075,4.454553092321879e-05,0.13050951897782778,-17.68715622034113,0.53387451171875,0.0,0.15898157925613043
LA_T_0000071,data/synthetic_demo/flac/LA_T_0000071.flac,spoof,train,synthetic_demo,True,,16000,1,32625,2.0390625,8.143633261494253e-06,0.13976294284419472,-17.09215926875389,0.479827880859375,0.0,0.15255172413793106
LA_T_0000072,data/synthetic_demo/flac/LA_T_0000072.flac,bonafide,train,synthetic_demo,True,,16000,1,36147,2.2591875,-3.3371187388908484e-05,0.13460019642470428,-17.419086126742634,0.41162109375,0.0,0.09347940354662909
LA_T_0000073,data/synthetic_demo/flac/LA_T_0000073.flac,spoof,train,synthetic_demo,True,,16000,1,35965,2.2478125,6.3283775241554285e-06,0.1745119898027105,-15.163494591714851,0.600433349609375,0.0,0.08889197831224804
LA_T_0000074,data/synthetic_demo/flac/LA_T_0000074.flac,bonafide,train,synthetic_demo,True,,16000,1,31689,1.9805625,4.102909206467544e-05,0.1476980260491199,-16.612506177945626,0.61077880859375,0.0,0.15983464293603455
LA_T_0000075,data/synthetic_demo/flac/LA_T_0000075.flac,spoof,train,synthetic_demo,True,,16000,1,24319,1.5199375,2.4706200013364036e-05,0.1633602644338067,-15.737071445146958,0.627655029296875,0.0,0.1789136066450101
LA_T_0000076,data/synthetic_demo/flac/LA_T_0000076.flac,spoof,train,synthetic_demo,True,,16000,1,33361,2.0850625,4.804361988924193e-06,0.10582222619230923,-19.508462128264856,0.3956298828125,0.0,0.14055334072719639
LA_T_0000077,data/synthetic_demo/flac/LA_T_0000077.flac,bonafide,train,synthetic_demo,True,,16000,1,33383,2.0864375,7.306008578468083e-06,0.08075815111619905,-21.85627264776853,0.3426513671875,0.0,0.07977114099991012
LA_T_0000078,data/synthetic_demo/flac/LA_T_0000078.flac,spoof,train,synthetic_demo,True,,16000,1,27023,1.6889375,-5.328125433658365e-06,0.07435457490811195,-22.573846098664877,0.275482177734375,0.0,0.2042334307811864
LA_T_0000079,data/synthetic_demo/flac/LA_T_0000079.flac,bonafide,train,synthetic_demo,True,,16000,1,28561,1.7850625,-7.100965265407812e-05,0.17122101729094216,-15.3288585392932,0.5953369140625,0.0,0.08574629739855044
LA_T_0000080,data/synthetic_demo/flac/LA_T_0000080.flac,spoof,train,synthetic_demo,True,,16000,1,33753,2.1095625,1.5176059871067016e-05,0.14586400629850416,-16.721037245675856,0.526397705078125,0.0,0.13536574526708733
LA_T_0000081,data/synthetic_demo/flac/LA_T_0000081.flac,bonafide,train,synthetic_demo,True,,16000,1,27236,1.70225,1.6786012552894147e-05,0.07910825986809923,-22.035563369779542,0.3145751953125,0.0,0.2856513438096637
LA_T_0000082,data/synthetic_demo/flac/LA_T_0000082.flac,spoof,train,synthetic_demo,True,,16000,1,34437,2.1523125,-3.5536047937175132e-06,0.11608253070829411,-18.704662648782886,0.407867431640625,0.0,0.078200772425008
LA_T_0000083,data/synthetic_demo/flac/LA_T_0000083.flac,bonafide,train,synthetic_demo,True,,16000,1,40000,2.5,1.1469268798828126e-05,0.125176570391526,-18.049539029841924,0.460662841796875,0.0,0.11680000000000001
LA_T_0000084,data/synthetic_demo/flac/LA_T_0000084.flac,spoof,train,synthetic_demo,True,,16000,1,27248,1.703,2.6476642207684968e-06,0.1211043892106658,-18.33680232699394,0.4150390625,0.0,0.04169113329418672
LA_T_0000085,data/synthetic_demo/flac/LA_T_0000085.flac,bonafide,train,synthetic_demo,True,,16000,1,30890,1.930625,3.723757056288443e-05,0.09853144623349126,-20.128502852758125,0.44671630859375,0.0,0.2541275493687277
LA_T_0000086,data/synthetic_demo/flac/LA_T_0000086.flac,spoof,train,synthetic_demo,True,,16000,1,31994,1.999625,1.9018878234493186e-05,0.14830782372435589,-16.576718758165796,0.538909912109375,0.0,0.18384697130712013
LA_T_0000087,data/synthetic_demo/flac/LA_T_0000087.flac,bonafide,train,synthetic_demo,True,,16000,1,32817,2.0510625,-2.121360856225432e-05,0.08221524891866466,-21.700952479604055,0.3399658203125,0.0,0.157509827223695
LA_T_0000088,data/synthetic_demo/flac/LA_T_0000088.flac,spoof,train,synthetic_demo,True,,16000,1,25958,1.622375,7.87686930570537e-08,0.07471387245250352,-22.531975066712334,0.301910400390625,0.0,0.2702057169273442
LA_T_0000089,data/synthetic_demo/flac/LA_T_0000089.flac,bonafide,train,synthetic_demo,True,,16000,1,27875,1.7421875,4.624220501681614e-05,0.13381783933656938,-17.46971973300871,0.553619384765625,0.0,0.1918206278026906
LA_T_0000090,data/synthetic_demo/flac/LA_T_0000090.flac,spoof,train,synthetic_demo,True,,16000,1,30299,1.8936875,4.306847224743391e-06,0.11743092602121805,-18.604350288063415,0.44049072265625,0.0,0.22268061652199744
LA_T_0000091,data/synthetic_demo/flac/LA_T_0000091.flac,spoof,val,synthetic_demo,True,,16000,1,37720,2.3575,-4.409353149025716e-07,0.11974478548315985,-18.43486779379161,0.55230712890625,0.0,0.17200424178154827
LA_T_0000092,data/synthetic_demo/flac/LA_T_0000092.flac,bonafide,val,synthetic_demo,True,,16000,1,35355,2.2096875,9.590745596008344e-06,0.06923312979689121,-23.193720699045222,0.279571533203125,0.0,0.13109885447602887
LA_T_0000093,data/synthetic_demo/flac/LA_T_0000093.flac,spoof,val,synthetic_demo,True,,16000,1,36626,2.289125,-3.5528573451919403e-06,0.08825119287114654,-21.08558831282992,0.39776611328125,0.0,0.11931414841915577
LA_T_0000094,data/synthetic_demo/flac/LA_T_0000094.flac,bonafide,val,synthetic_demo,True,,16000,1,40000,2.5,3.641357421875e-05,0.15839261918591468,-16.005301192495164,0.6068115234375,0.0,0.09119999999999995
LA_T_0000095,data/synthetic_demo/flac/LA_T_0000095.flac,spoof,val,synthetic_demo,True,,16000,1,28154,1.759625,2.6990399066296085e-07,0.07539386928953631,-22.45327935368531,0.3232421875,0.0,0.07252965830787805
LA_T_0000096,data/synthetic_demo/flac/LA_T_0000096.flac,bonafide,val,synthetic_demo,True,,16000,1,29210,1.825625,-2.5272859118238617e-06,0.05065151443241736,-25.908151302299274,0.256866455078125,0.0,0.14111605614515577
LA_T_0000097,data/synthetic_demo/flac/LA_T_0000097.flac,spoof,val,synthetic_demo,True,,16000,1,32305,2.0190625,-1.5889356572125058e-06,0.10634476032766195,-19.465678063855346,0.535614013671875,0.0,0.25509982974771706
LA_T_0000098,data/synthetic_demo/flac/LA_T_0000098.flac,bonafide,val,synthetic_demo,True,,16000,1,26264,1.6415,3.6450518800687253e-06,0.09586643164431245,-20.366668754133933,0.50433349609375,0.0,0.2982028632348461
LA_T_0000099,data/synthetic_demo/flac/LA_T_0000099.flac,spoof,val,synthetic_demo,True,,16000,1,31135,1.9459375,-2.3328034667576682e-07,0.06434652938131634,-23.829497447978444,0.289947509765625,0.0,0.1448851774530271
LA_T_0000100,data/synthetic_demo/flac/LA_T_0000100.flac,bonafide,val,synthetic_demo,True,,16000,1,29538,1.846125,5.884898266639583e-06,0.1396048635390708,-17.10198903090642,0.58349609375,0.0,0.25465502065136436
LA_T_0000101,data/synthetic_demo/flac/LA_T_0000101.flac,spoof,val,synthetic_demo,True,,16000,1,24289,1.5180625,4.279421593879946e-06,0.05982423002377754,-24.462457646543424,0.3082275390625,0.0,0.22005846267857876
LA_T_0000102,data/synthetic_demo/flac/LA_T_0000102.flac,bonafide,val,synthetic_demo,True,,16000,1,35195,2.1996875,1.2380451213773263e-05,0.049546558678584186,-26.09973009251579,0.270538330078125,0.0,0.21443386844722256
LA_T_0000103,data/synthetic_demo/flac/LA_T_0000103.flac,spoof,val,synthetic_demo,True,,16000,1,33449,2.0905625,-4.580966838040748e-06,0.12801473162075588,-17.854800998688795,0.575775146484375,0.0,0.09689377858829862
LA_T_0000104,data/synthetic_demo/flac/LA_T_0000104.flac,bonafide,val,synthetic_demo,True,,16000,1,27499,1.7186875,2.847116138030019e-05,0.08012140895011813,-21.925028443215417,0.37774658203125,0.0,0.23662678642859736
LA_T_0000105,data/synthetic_demo/flac/LA_T_0000105.flac,spoof,val,synthetic_demo,True,,16000,1,37794,2.362125,2.2794920634723764e-06,0.1360157035309702,-17.328218955663797,0.6416015625,0.0,0.18717256707413876
LA_T_0000106,data/synthetic_demo/flac/LA_T_0000106.flac,spoof,train,synthetic_demo,True,,16000,1,37059,2.3161875,5.029854210515664e-06,0.10827156627394713,-19.309711612026796,0.46405029296875,0.0,0.10197253028953834
LA_T_0000107,data/synthetic_demo/flac/LA_T_0000107.flac,bonafide,train,synthetic_demo,True,,16000,1,26173,1.6358125,2.1507937420003437e-05,0.14772490547818892,-16.610925584632408,0.609619140625,0.0,0.15882779964085125
LA_T_0000108,data/synthetic_demo/flac/LA_T_0000108.flac,spoof,train,synthetic_demo,True,,16000,1,34435,2.1521875,-2.9201515876833166e-06,0.06262968738862709,-24.064395120830323,0.27227783203125,0.0,0.13762160592420503
LA_T_0000109,data/synthetic_demo/flac/LA_T_0000109.flac,bonafide,train,synthetic_demo,True,,16000,1,24000,1.5,5.8369954427083335e-05,0.13751651482876093,-17.232902855829245,0.5155029296875,0.0,0.18933333333333335
LA_T_0000110,data/synthetic_demo/flac/LA_T_0000110.flac,spoof,train,synthetic_demo,True,,16000,1,28934,1.808375,-1.9491423368701184e-06,0.11420520921967832,-18.84628172499697,0.4810791015625,0.0,0.09753231492361925
LA_T_0000111,data/synthetic_demo/flac/LA_T_0000111.flac,bonafide,train,synthetic_demo,True,,16000,1,28419,1.7761875,3.31033949420942e-05,0.14328170333036916,-16.87618528486348,0.52459716796875,0.0,0.11721031704141593
LA_T_0000112,data/synthetic_demo/flac/LA_T_0000112.flac,spoof,train,synthetic_demo,True,,16000,1,34009,2.1255625,9.251557836712341e-07,0.12093166089331067,-18.349199648434013,0.522491455078125,0.0,0.11176453291775701
LA_T_0000113,data/synthetic_demo/flac/LA_T_0000113.flac,bonafide,train,synthetic_demo,True,,16000,1,26501,1.6563125,3.2142433894003997e-05,0.1081237092258689,-19.321581281535153,0.5386962890625,0.0,0.26583902494245504
LA_T_0000114,data/synthetic_demo/flac/LA_T_0000114.flac,spoof,train,synthetic_demo,True,,16000,1,31447,1.9654375,5.172470868644068e-07,0.12050925278324484,-18.379592127602585,0.530029296875,0.0,0.13708779851814168
LA_T_0000115,data/synthetic_demo/flac/LA_T_0000115.flac,bonafide,train,synthetic_demo,True,,16000,1,34949,2.1843125,8.033469305273398e-07,0.07483455643989728,-22.517956223038773,0.27996826171875,0.0,0.16495464820166528
LA_T_0000116,data/synthetic_demo/flac/LA_T_0000116.flac,spoof,train,synthetic_demo,True,,16000,1,32134,2.008375,3.4132126651288357e-06,0.07095331053875326,-22.980546728535806,0.30792236328125,0.0,0.07586979523246407
LA_T_0000117,data/synthetic_demo/flac/LA_T_0000117.flac,bonafide,train,synthetic_demo,True,,16000,1,37144,2.3215,-1.0838571253096059e-05,0.1402602520100532,-17.061307702516697,0.52374267578125,0.0,0.18673271591643337
LA_T_0000118,data/synthetic_demo/flac/LA_T_0000118.flac,spoof,train,synthetic_demo,True,,16000,1,25586,1.599125,-4.120934590083444e-06,0.09165796412051933,-20.756595868083355,0.464141845703125,0.0,0.3396388650042992
LA_T_0000119,data/synthetic_demo/flac/LA_T_0000119.flac,bonafide,train,synthetic_demo,True,,16000,1,31334,1.958375,-9.079987524783383e-05,0.11920871413518402,-18.4738399317649,0.48309326171875,0.0,0.11763579498308552
